intent,text
jam_layanan,Jam berapa perpustakaan stmik bina patria mulai buka hari ini?
jam_layanan,Jam buka perpus?
jam_layanan,"Jam buka-tutup perpus minggu ini gimana, min?"
jam_layanan,Jam layanan perpustakaan dimulai pukul berapa?
jam_layanan,Jam layanan?
jam_layanan,Jam operasional perpustakaan untuk minggu ini bagaimana?
jam_layanan,Jam operasional?
jam_layanan,Jam segini buka gak?
jam_layanan,"Jam segini perpus masih buka ga, kira-kira?"
jam_layanan,Jam tutupnya biasanya sorean atau malam?
jam_layanan,"Kalau hari Sabtu dan Minggu, perpustakaan buka sampai jam berapa?"
jam_layanan,Kapan buka?
jam_layanan,Kapan jam tutup perpustakaan?
jam_layanan,Kapan perpus biasanya ready buat pengunjung?
jam_layanan,Kapan perpustakaan mulai melayani pengunjung?
jam_layanan,kapan perpustakaan stmik bina patria ditutup?
jam_layanan,Kapan perpustakaan tersedia untuk umum?
jam_layanan,Kapan saja jadwal operasional perpustakaan?
jam_layanan,Layanan jam brp?
jam_layanan,Library buka gak siang ini?
jam_layanan,Library-nya hari ini buka jam berapa?
jam_layanan,Malem buka gak?
jam_layanan,"Min, info jam bukanya dong, gw mau mampir bentar."
jam_layanan,"Min, kalo sorean ke perpus masih buka gak ya?"
jam_layanan,"Min, kasih tau jam layanannya dong, biar ga kecele."
jam_layanan,Minggu buka gak?
jam_layanan,"Minta rundown jam layanannya dong, biar ga zonk."
jam_layanan,Mohon info jam kerja perpustakaan dari Senin sampai Jumat.
jam_layanan,Mohon informasi terkait jam operasional perpustakaan hari ini.
jam_layanan,Mohon informasi terkait jam operasional perpustakaan stmik bina patria 
jam_layanan,nanti tutup jam berapa?
jam_layanan,Open jam berapa?
jam_layanan,"p, buka gx skrg?"
jam_layanan,"pengen nongkrong pas weekend, buka gx?"
jam_layanan,"permisi, perpustakanya buka jam berapa ya? Saya ingin pinjam buku, terimakasih"
jam_layanan,perpus bipa buka kapan?
jam_layanan,perpus bipa kapan buka njir
jam_layanan,"Perpus buka jam berapa sih hari ini, Bro?"
jam_layanan,Perpus buka tiap hari kah? Atau weekend off?
jam_layanan,Perpus close jam berapa?
jam_layanan,Perpus libur kah?
jam_layanan,Perpus masih buka?
jam_layanan,Perpus off gak?
jam_layanan,Perpus online jam berapa sampe jam berapa?
jam_layanan,Perpus online jam berapa?
jam_layanan,Perpus open?
jam_layanan,Perpus udah close kah sekarang?
jam_layanan,Perpusnya buka full day kah hari ini?
jam_layanan,"Perpusnya libur kah hari ini, atau tetep on?"
jam_layanan,Perpustakaan beroperasi dari pukul berapa ke pukul berapa?
jam_layanan,Perpustakaan hari ini tutup nggak?
jam_layanan,Perpustakaan libur hari ini atau tetap buka?
jam_layanan,Perpustakaan tutup pada jam berapa hari ini?
jam_layanan,Perpustakaannya buka dari jam berapa sampai jam berapa?
jam_layanan,Saya ingin mengetahui jam buka dan tutup perpustakaan.
jam_layanan,Saya ingin tahu jam operasional perpustakaan lengkap satu minggu.
jam_layanan,Saya ingin tahu kapan bisa mengunjungi perpustakaan.
jam_layanan,Saya mau cek jadwal buka perpustakaan.
jam_layanan,Sekarang buka gak?
jam_layanan,Sekarang masih buka?
jam_layanan,"selamat siang, jam berapa perpustakaan tutup?"
jam_layanan,terus tutup sampai jam berapa?
jam_layanan,Tiap hari jam buka perpus sama terus atau beda-beda?
jam_layanan,Tolong informasikan jam layanan hari ini.
jam_layanan,Tutup jam berapa?
jam_layanan,Tutupnya jam?
jam_layanan,weekend libur gak nih perpus bipa?
jam_layanan,"woi nigga gw mau ke kampus, buka ga?"
jam_layanan,"kalau saya datang hari minggu, perpustakaan buka ga?"
jam_layanan,saya bisa ke perpustakaan jam 7 malam?
jam_layanan,apakah boleh masuk perpus jam istirahat siang?
jam_layanan,kapan terakhir pengunjung bisa masuk?
jam_layanan,"saya mau datang tanggal merah, masih bisa?"
jam_layanan,buka sampai jam berapa kalau hari Jumat?
jam_layanan,"saya datang sore, masih bisa pinjam buku ga?"
jam_layanan,"saya pengen ke perpus malam ini, masih dilayani?"
jam_layanan,"kalau long weekend gini, perpus buka atau tutup?"
jam_layanan,saya bisa datang setelah kuliah jam 4 sore?
jam_layanan,"halo, perpus BIPA buka jam berapa ya hari sabtu?"
jam_layanan,"selamat pagi, jadwal layanan perpustakaan BIPA gimana?"
jam_layanan,"maaf mau tanya, kalau libur nasional perpus tutup ya?"
jam_layanan,"siang kak, perpus masih buka jam 9 malam ga? terima kasih"
jam_layanan,"halo admin, saya anggota baru mau tanya jam operasional"
jam_layanan,"permisi, untuk hari kerja perpus BIPA tutup jam berapa?"
jam_layanan,"maaf ganggu, kalau ramadan jam buka berubah ga?"
jam_layanan,"selamat sore, saya mau ke perpus tapi takut udah tutup"
jam_layanan,kalau saya datang hari minggu perpustakaan buka ga?
jam_layanan,saya mau datang tanggal merah masih bisa?
jam_layanan,saya datang sore masih bisa pinjam buku ga?
jam_layanan,saya pengen ke perpus malam ini masih dilayani?
jam_layanan,kalau long weekend gini perpus buka atau tutup?
jam_layanan,halo kak mau tanya perpus hari libur buka tidak?
jam_layanan,selamat pagi bisa tanya jam operasional perpustakaan?
jam_layanan,permisi mau tanya perpus tutup jam berapa ya?
jam_layanan,excuse me perpustakaan weekend buka ga kak?
jam_layanan,maaf mau nanya perpus sabtu minggu tetap buka?
jam_layanan,hai kak perpus bulan puasa jam berapa tutupnya?
jam_layanan,selamat siang perpustakaan hari raya buka tidak ya?
jam_layanan,halo admin jam buka perpus hari ini sampai jam berapa?
jam_layanan,mau tanya dong perpus malam masih buka ga terima kasih
jam_layanan,siang kak info jam layanan perpustakaan dong makasih
jam_layanan,Saya boleh masuk perpus tidak sekarang?
jam_layanan,"selamat sore, jadwal besok apakah dibuka perpus bipa?"
jam_layanan,Bisakah saya memasuki perpustakaan sekarang?
jam_layanan,"Pada hari Sabtu dan minggu, perpustakaan ini buka sampai pukul berapa?"
jam_layanan,Kapan tempat buku tersedia untuk umum?
jam_layanan,"Min, kasih tau biar layanannya dong, jam ga kecele."
jam_layanan,: apakah saya bisa masuk setelah jam 4 sore?
jam_layanan,Minggu tersedia gak?
jam_layanan,"Min, beri tahu saya jam layanan, jadi itu tidak kecewa."
jam_layanan,Boleh minta jadwal operasi perpustakaan?
jam_layanan,hai kak perpus bulan puasa pukul berapa tutupnya?
jam_layanan,Kapan terakhir kali pengunjung masuk?
jam_layanan,Mohon menginformasikannya pada jam operasional perpustakaan malam ini.
jam_layanan,Bisa minta bantuan untuk menginformasikan jadwal pembukaan perpustakaan?
jam_layanan,Saya ingin tahu kapan bisa mengunjnugi perpustakaan.
jam_layanan,info pukul buka
jam_layanan,"Eh, jam operasional berapa tuh dari jam perpus sampe jam berapa sih?"
jam_layanan,"Jam segini perpus masih operasional ga, kira-kira?"
jam_layanan,halo admin waktu buka perpus hari ini sampai jam berapa?
jam_layanan,kalau saya datang hari minggu perpustakaan buka
jam_layanan,Tutupnya jm?
jam_layanan,"pengen nongkrong pas weekend, tersedia gx?"
jam_layanan,Itu tutup jam berapa?
jam_layanan,"halo, perpus BIPA buka jam berapa yess hari sabtu?"
jam_layanan,Perpus jam online berapa?
jam_layanan,ingfo buka min kapan
jam_layanan,mau tanya dong perpus mlem masih buka ga mksih kasih
jam_layanan,Perpustakaan tutup ini? jam berapa hari pada
jam_layanan,"Minta rundown dong, layanannya jam biar ga zonk."
jam_layanan,"halo, berapa BIPA buka jam perpus ya hari sabtu?"
jam_layanan,kapan lib stmik bina patria ditutup?
jam_layanan,"Apakah Perpustakaannya libur akhir pekan ini, atau tetap on?"
jam_layanan,maaf nanya perpus sabtu minggu tetap buka?
jam_layanan,"Minta jadwal jam layanannya, tolong, biar nggak zonk."
jam_layanan,Bisakah q mendapatkan jadwal layanan perpustakaan selama seminggu?
jam_layanan,Tolong berikan lebih banyak informasi tentang jam operasional Perpustakaan hari ini.
jam_layanan,Saya bisa mendapatkan jadwal layanan perpustakaan dalam seminggu?
jam_layanan,"P min, perpus udah open belum?"
jam_layanan,bisa kira-kira masuk perpus BIPA jam berapa?
jam_layanan,": Min, kalo bisa info jamnya, biarkan aku mampir sebentar."
jam_layanan,Mohon informasi terkait waktu operasional perpustakaan hari ini.
jam_layanan,Apakah hari minggu perpustakaan bina patria beroperasi?
jam_layanan,Ada info jam layanan prpus nggak?
jam_layanan,terus tutup sampai pukul berapa?
jam_layanan,selamat siang perpustakaan hari raya buka gak ya?
jam_layanan,"Min, kalo sorean ke buka masih perpus gak ya?"
jam_layanan,ingfo min buka kapan min
jam_layanan,ingfo min operasional kapan
jam_layanan,Waktu berapa perpustakaan mulai buka hari ini?
jam_layanan,"permisi, perpustakanya buka jam berapa ya? Saya terimakasih pinjam buku, ingin"
jam_layanan,saya bisa ke tempat buku jam 7 malam?
jam_layanan,Bisakah saya pergi ke perpustakaan pada jam 7 malam?
jam_layanan,Bantuin informasikan jam layanan hari ini.
jam_layanan,jm buka perpus?
jam_layanan,"saya datang hari minggu, perpustakaan buka ga?"
jam_layanan,"halo admin, saya anggota baru mau tanya jam"
jam_layanan,pinjam datang sore masih bisa saya buku ga?
jam_layanan,Bisakah saya datang setelah lulus pada jam 4 sore?
jam_layanan,w datang sore masih bisa pinjam buku ga?
jam_layanan,"Eh, perpus jam start berapa kalo weekday?"
jam_layanan,"mau ke perpus, jam operasionalnya gimana cuy?"
jam_layanan,Waktu berapa mulai?
jam_layanan,Ayo tahu jadwal kerja perpustakaan setiap hari?
jam_layanan,"Saya ingin berkencan merah, masih bisa?"
jam_layanan,Apakah hari minggu perpustakaan binapatria akan dibuka?
jam_layanan,Day ini buka gak?
jam_layanan,hr ini buka?
jam_layanan,"Mintalah rundown layanan, jadi itu bukan zonk."
jam_layanan,kalau datang saya hari minggu perpustakaan buka ga?
jam_layanan,Waktu segini buka gak?
jam_layanan,"selamat pagi, layanan jadwal perpustakaan BIPA gimana?"
jam_layanan,Saya datang pada sore hari masih bisa meminjam buku atau tidak?
jam_layanan,Perpuss hari ini tutup nggak?
jam_layanan,Boleh tahu jam kerja perpustakaan estiap harinya?
jam_layanan,libur gak nih perpus bipa?
jam_layanan,kira-kira jam masuk perpus BIPA bisa berapa?
jam_layanan,Jadwalkan buka Jumat sore ??
jam_layanan,"kalau saya datang hari minggu, tempat buku buka ga?"
jam_layanan,Waktu berapa mulai? min
jam_layanan,Malem aktif gak?
jam_layanan,halo kak mau tanya perpus hari libur tersedia tidak?
jam_layanan,"Min, info bentar. bukanya dong, gw mau mampir jam"
jam_layanan,weekend gak libur nih perpus bipa?
jam_layanan,Bisa dibantu dengan informasi timetable buka perpustakaan?
jam_layanan,"permisi, saya ingin meminjam buku, kira kira pukul berapaa bukanya?"
jam_layanan,perpustakaanya open kah?
jam_layanan,"Perpus buka Bro? berapa sih hari ini, jam"
jam_layanan,Library buka gak siank ini?
jam_layanan,Perpus online pukul berapa?
jam_layanan,kalau sampai jam berapa buka hari Jumat?
jam_layanan,Waktu layanan?
jam_layanan,"Hai Sis, Jam berapa bulan puasa tutupnya?"
jam_layanan,Saya ingin tahu kapan saya bisa melihat perpustakaan.
jam_layanan,Tutupnya biasanya di sore atau malam hari?
jam_layanan,Jam berapa perpustakaan buka hari ini?
jam_layanan,Senin Terbuka GX?
jam_layanan,"Sore ini, perpus buka atau tutup?"
jam_layanan,Pertanyaan berikutnya: Perpustakaan tutup jam berapa hari ini?
jam_layanan,Perpusnya full day kah hari ini?
jam_layanan,Mohon operasional terkait jam informasi perpustakaan stmik bina patria
jam_layanan,excuse me perpustakaan weekend buka ga
jam_layanan,info jam layanan perpustakaan nggak?
jam_layanan,"Siang, jam berapa perpustakaan buka?"
jam_layanan,Malem tersedia gak?
jam_layanan,"pagi, jam berapa perpustakaan buka?"
jam_layanan,kapan terakhir masuk? bisa pengunjung
jam_layanan,Perpustakaan beroperasi dari pukul berapa pukul ke berapa?
jam_layanan,Saya masuk perpus tidak sekarang?
jam_layanan,Pukul layanan?
jam_layanan,"Apakah perpustakaan buka pada hari ini? Jika ya, pukul"
jam_layanan,Buka nggak perpusnya pas hari libur
jam_layanan,"Siang, jam berapa perpustakaan tutup?"
jam_layanan,Berapa lama perpustakaan ini tersedia untuk umum?
jam_layanan,Perpustakaan tutup pada waktu berapa hari ini?
jam_layanan,"selamat sore, udah mau ke perpus tapi takut saya tutup"
jam_layanan,halo kak libur tanya perpus hari mau buka tidak?
jam_layanan,"Min, kalo ke kampus, masih buka gak ya?"
jam_layanan,siang kak info jam layanan makasih dong perpustakaan
jam_layanan,"Gw pengen baca, bisa dateng jam berapa gitu?"
jam_layanan,hyy kak mau tanya perpus hari libur buka tidak?
jam_layanan,Buka perpusnya pas hari libur gini?
jam_layanan,kapan perpustakaan stmik bina patria
jam_layanan,boleh masuk perpus jam istirahat siang?
jam_layanan,Info Buka/Tutup Perpustakaan.
jam_layanan,Jam perpustakaan mulai dan berhenti melayani?
jam_layanan,Waktu operasional?
jam_layanan,Perpustakana libur hari ini atau tetap buka?
jam_layanan,"Pukul berapa jika saya sampai hari minggu, perpustakaan akan dibuka?"
jam_layanan,Mohon info jam kerja tempat buku dari Senin sampai Jumat.
jam_layanan,Apakah buka sampai jam berapa jika itu hari jumat?
jam_layanan,hari senin mulai buka gx?
jam_layanan,ini? perpustakaan sudah buka pagi Apakah
jam_layanan,"Oh, Min, info jam bukanya. Maaf, Anda melakukan kunjungan saya sebentar."
jam_layanan,saya pengen ke perpus malam masih dilayani?
jam_layanan,Jam operasional untuk minggu ini bagaimana?
jam_layanan,terakhir pengunjung bisa masuk?
jam_layanan,"Boleh aja? perpus standby jam berapa nanya,"
jam_layanan,"Gw pengen berapa baca, bisa dateng jam numpang gitu?"
jam_layanan,saya ke perpus malam ini masih dilayani?
jam_layanan,Q ingin mengetahui jam buka dan tutup perpustakaan.
jam_layanan,Kapan perpustakaan mulai pengunjung? melayani
jam_layanan,"Apakah perpustakaan buka siang ini? Jika ya, waktumu berapa?"
jam_layanan,Kapan terakhir pengunjung masuk?
jam_layanan,"Saya datang di tanggal merah, masih bisa?"
jam_layanan,"Waktu buka-tutup perpus minggu ini gimana, min?"
jam_layanan,saya bisa datang setelah kuliah jam 4 sore? min
jam_layanan,Saya boleh sekarang? perpus tidak masuk
jam_layanan,kapan stmik bina patria ditutup?
jam_layanan,Jam berapa waktu itu biasanya?
jam_layanan,beritahu saya bipa buka perpustakaan jam
jam_layanan,Perpustakaan libur hari ini atau tetap buka? min
jam_layanan,apakah hari perpustakaan minggu bina patria buka?
jam_layanan,Kapan tempat buku mulai melayani pengunjung?
jam_layanan,Perpus online berapa sampe jam berapa?
jam_layanan,tutup sampai jam berapa?
jam_layanan,"Maaf mengganggu, jika Ramadhan membuka jam buka atau tidak?"
jam_layanan,Aktif gak siang ini?
jam_layanan,apakah perpus masuk boleh jam istirahat siang?
jam_layanan,"kalau saya datang ahri minggu, perpustakaan buka ga?"
jam_layanan,Apakah Perpustakaan beroperasi dari jam berapa saja?
jam_layanan,Jadi kita masih buka?
jam_layanan,kalau saya datang hari minggu perpus buka ga?
jam_layanan,Tlng informasikan jam layanan hari ini.
jam_layanan,Tidak tidak Tidak. Bisakah saya datang setelah kuliah jam 4 sore?
jam_layanan,"Halo, jam berapa BIPA Library buka Sabtu?"
jam_layanan,Kapan mulai perpustakaan melayani pengunjung?
jam_layanan,siang kak info jam layanan perpus dong makasih
jam_layanan,"jam info Min, bukanya dong, gw mau mampir bentar."
jam_layanan,Jam berapa perpus stmik bina patria mulai buka dayy ini?
jam_layanan,"Maafkan saya. Saya ingin meminjam buku, jam berapa mulai?"
jam_layanan,Malem mulai buka gak?
jam_layanan,Hari ini perpustakaan buka sampai jam ya? berapa
jam_layanan,Perpus online berapa? jam
jam_layanan,Buka sampai jam berapa hari Jumat?
jam_layanan,Kapan perpustakaan akan mulai melayani pengunjung?
jam_layanan,"Apakah kampus buka jam berapa hari ini, Bro?"
jam_layanan,saya pengen ke malam ini masih dilayani?
jam_layanan,"Pagi, apakah ada masalah dengan jam operasional perpustakaan?"
jam_layanan,Bisakah Anda meminta jadwal operasional perpustakaan?
jam_layanan,"Perpus Bipa, kapan buka, njir."
jam_layanan,Apakah jam tutupnya biasanya sore atau malam?
jam_layanan,Perpustakaan BIPA Kapan harus membuka njir
jam_layanan,Pukul berapa perpustakaan mulai buka hari ini?
jam_layanan,Biarkan saya mengetahui jam operasional lengkap perpustakaan selama satu minggu.
jam_layanan,Apakah perpustakaan buka pagi ini?
jam_layanan,Apakah ada perubahan jam layanan perpsutakaan hari ini?
jam_layanan,Saya ingin jam tahu operasional perpustakaan lengkap satu minggu.
jam_layanan,"maaf mau tanya, kalau nasional perpus tutup ya?"
jam_layanan,"permisi, ana ingin meminjam buku, kira kira jam berapaa bukanya?"
jam_layanan,ditutup? perpustakaan stmik bina patria kapan
jam_layanan,"Halo, min, sudah buka perpus?"
jam_layanan,berapa? online jam berapa sampe jam Perpus
jam_layanan,Jam berapa perpustakaan buka di hari itu?
jam_layanan,permisi ya? tanya perpus tutup jam berapa mau
jam_layanan,buka berapa jam sampai kalau hari Jumat?
jam_layanan,Apakah perpustakaan ini terbuka?
jam_layanan,Buka libur perpusnya pas hari nggak gini?
jam_layanan,Hr ini perpus open sampe jam berapa ya?
jam_layanan,Saya mau cek jadwal ubka perpustakaan.
jam_layanan,Jam layanan dimulai pukul berapa?
jam_layanan,Jam berapa perpustakaan mulai dan berhenti bekerja?
jam_layanan,"sy datang sore, masih bisa pinjam buku ga?"
jam_layanan,Gw harus dateng pagi biar sih ga dapet tempat?
jam_layanan,Perpus buka tiap kah? hari Atau weekend off?
jam_layanan,"Minta rundown jam layanannya biar dong, ga zonk."
jam_layanan,jam operasional perpus tuh dari jam berapa sampe jam berapa sih?
jam_layanan,berapa? ini perpusnya available jam Hari
jam_layanan,Boleh minta perpustakaan? operasional jadwal
jam_layanan,Apakah Perpustakaannya belum dibuka?
jam_layanan,Info jam buka? sih
jam_layanan,Ada update ga jam soal buka perpus?
jam_layanan,hari Tiap jam buka perpus sama terus atau beda-beda?
jam_layanan,mulai berapa perpustakaan Jam buka hari ini?
jam_layanan,halo admin jam mulai buka perpus hari ini sampai jam berapa?
jam_layanan,kapan perpustakaan stmik patria ditutup?
jam_layanan,"Maaf mengganggu, di bulan ramadan jam bukanya naik ga?"
jam_layanan,Sore SIS Info Jam Layanan Perpustakaan Terima kasih
jam_layanan,halo kak mau tanya perpus hari libur tidak? buka
jam_layanan,Apakah perpustakaan saat ini sudah dibuka?
jam_layanan,kapan terakhir pengunjung masuk? bisa
jam_layanan,halo admin jam buka perpus hari ini sampai waktu berapa?
jam_layanan,"halo, perpus sabtu? buka jam berapa ya hari BIPA"
jam_layanan,Selamat sore. Jadwal besok apakah ada pembukaan di sekolah bipa?
jam_layanan,"Ini perpustakaan libur hari ini, atau tetap on?"
jam_layanan,berapa? bisa masuk perpus BIPA jam kira-kira
jam_layanan,"Selamat pagi, bisakah Anda menanyakan jam operasi perpustakaan?"
jam_layanan,Apakah ada perubahan pada jam layanan perpustakaan hari ini?
jam_layanan,"Gw pengen main ke perpus, buka ag sih hari ini?"
jam_layanan,"Hai, Perpus, untuk bulan puasa jam berapa tutupnya?"
jam_layanan,"Saya ingin pergi ke perpustakaan malam ini, masih melayani?"
jam_layanan,jadwal buka hari jumat siang ??
jam_layanan,excuse me library weekend buka ga kak?
jam_layanan,"Gw pengen ke perpus, buka ga sih hari ini?"
jam_layanan,Apakah sekarang sudah buka?
jam_layanan,Waktu layanan perpustakaan dimulai pukul berapa?
jam_layanan,"Hari sabtu seperti ini, perpus buka atau tutup?"
jam_layanan,Saya ingin tahu jam operasi perpustakaan lengkap selama satu minggu.
jam_layanan,"Perpus operasional jam berapa sih hari ini, Bro?"
jam_layanan,Saya mau cek jadwal operasional perpustakaan.
jam_layanan,"Boleh nanya, perpus standby berapa aja?"
jam_layanan,"Gw gimana ke perpus, jam operasionalnya mau cuy?"
jam_layanan,"selamat pagi, jadwal layanan BIPA gimana?"
jam_layanan,dah tutup belum? lah
jam_layanan,"Uh, tolong, haruskah saya datang pagi-pagi sekali, biar bisa ambil tempat?"
jam_layanan,Perpusnya buka full day kah days ini?
jam_layanan,Pukul berapa mulai?
jam_layanan,Ada info jam layanan library nggak?
jam_layanan,Lalu tutup sampai jam berapa?
jam_layanan,waktu berapa bukanya biasanya?
jam_layanan,ini hari apakah bisa?
jam_layanan,Info tentang jam buka perpustakaan BIPA
jam_layanan,Hari ini tempat buku buka sampai jam berapa ya?
jam_layanan,"siang jam perpus masih buka kak, 9 malam ga? terima kasih"
jam_layanan,Jam berapa perpuz stmik bina patria mulai buka days ini?
jam_layanan,Mohon info jam kerja perpustakaan dari Senin sampe Jumat.
jam_layanan,"Saya ingin bermain di perpustakaan, apakah buka hari ini?"
jam_layanan,"mrff ganggu, kalau ramadan jam buka berubah ga?"
jam_layanan,Buka pukul berapa sih?
jam_layanan,saya datang masih bisa pinjam buku ga?
jam_layanan,"Jam perpus minggu ini gimana, min?"
jam_layanan,Kapan perpustakaan untuk tersedia umum?
jam_layanan,Boleh tahu jam kerja prpus setiap harinya?
jam_layanan,Pukul buka perpus?
jam_layanan,Kapan saja jadwal ops perpustakaan?
jam_layanan,Mintalah informasi yang terkait dengan jam operasi Perpustakaan Stmik Bina Patria
jam_layanan,Ada updtae ga soal jam buka perpus?
jam_layanan,"halo admin, saya anggota baru, saya ingin bertanya jam berapa aktivitas nya "
jam_layanan,hri ini buka?
jam_layanan,"tetep libur kah hari ini, atau Perpusnya on?"
jam_layanan,Boleh minta operasional jadwal perpustakaan?
jam_layanan,"Eh, jam operasional perpus dari jam berapa sampe jam berapa sih?"
jam_layanan,"Eh, jm operasional perpus tuh dari jm berapa sampe jm berapa sih?"
jam_layanan,Library beroperasi dari pukul berapa ke pukul berapa?
jam_layanan,Saya bisa pergi ke perpustakaan setelah jam 7 malam?
jam_layanan,"Perpusnya libur kah days ini, atau tetep on?"
jam_layanan,"permisi, saya ingin buku, kira kira jam berapaa bukanya?"
jam_layanan,Jam layanan perpustaakan dimulai pukul berapa?
jam_layanan,"Min, info jam bukanya dong, gw mau bentar."
jam_layanan,"halo admin, saya anggota baru ingin meminta jam operasional"
jam_layanan,kira-kira bisa masuk BIPA jam berapa?
jam_layanan,Jadwal Layanan Perpustakaan secara harian itu apa ya?
jam_layanan,days senin buka gx?
jam_layanan,Jam berapa perpustakaan buka mulai hari ini?
jam_layanan,Jam berapa kita mulai?
jam_layanan,Perpustakaan online jam berapa?
jam_layanan,"selamat siang, ajm berapa perpustakaan tutup?"
jam_layanan,Perpus masih buka? min
jam_layanan,ane mau datang tanggal merah masih bisa?
jam_layanan,Pukul operasional?
jam_layanan,Anda datang setelah kuliah jam 4 sore?
jam_layanan,"Jam segini perpus masih buka ga, kira-kira? cuy"
jam_layanan,Jadwalkan buka perpus?
jam_layanan,Halo jam buka admin hari ini sampai jam berapa?
jam_layanan,"Kalau hari Sabtu dan Minggu, perpustakaan buka sampai pukul berapa?"
jam_layanan,"Nah, kalau libur panjang seperti ini, apakah Perpustakaan buka atau tutup?"
jam_layanan,close jam berapa?
jam_layanan,Hari ini mungkin?
jam_layanan,"Dan sekarang, terus tutup sampai jam berapa?"
jam_layanan,Katakan padaku jam buka Perpustakaan Bipa
jam_layanan,Info pukul buka?
jam_layanan,"saya pengen ke perpus dilayani? ini, masih malam"
jam_layanan,Saya mau cek jadwal buak perpustakaan.
jam_layanan,"ramadan ganggu, kalau maaf jam buka berubah ga?"
jam_layanan,Jadwal pelayanan harian perpustakaan itu gimana ya?
jam_layanan,Mulai open sampe jam?
jam_layanan,beroperasi dari pukul berapa ke pukul berapa?
jam_layanan,info jam operasi di perpustakaan bipa
jam_layanan,"Min, jika di sore hari ke perpustakaan masih terbuka atau tidak?"
jam_layanan,Hari ini perpustakaan tersedia jam berapa?
jam_layanan,Hari ini aktif gak?
jam_layanan,Kapan jam penutupan perpustakaan?
jam_layanan,Jam layanannya?
jam_layanan,mau tanya dong perpus malam buka masih ga terima kasih
jam_layanan,jadwal aktif hari jumat siang ??
jam_layanan,saya bisa perpustakaan ke jam 7 malam?
jam_layanan,Perpustakaan tutup jam berapa hari ini?
jam_layanan,Ada info waktu layanan perpustakaan nggak?
jam_layanan,Apakah perpustakaan sekarang buka?
jam_layanan,Perpus off gak? cuy
jam_layanan,"Ada jadwal layanan yang terbaru, min?"
jam_layanan,Perpus udah kah close sekarang?
jam_layanan,Hari ini available jam berapa?
jam_layanan,Infoin dong jam yang perpus kerja paling recent.
jam_layanan,Untuk memperoleh informasi tentang jam operasional perpustakaan Stmik Bina Patria.
jam_layanan,Perpus msih buka?
jam_layanan,"perpus pengen ke saya malam ini, masih dilayani?"
jam_layanan,Libry beroperasi dari pukul berapa ke pukul berapa?
jam_layanan,"P, buka dulu ya?"
jam_layanan,Ingin ke perpustakaan malam ini?
jam_layanan,kapan prpus stmik bina patria ditutup?
jam_layanan,berapa perpustakaan stmik bina patria mulai buka hari ini?
jam_layanan,kalau long weekend gini perpus atau buka tutup?
jam_layanan,jam buka perpus bipa
jam_layanan,Apa aja buka dan jam tutupnya tiap hari?
jam_layanan,: Bolehkah saya masuk ke perpustakaan ini sekarang?
jam_layanan,perpus bipa aktif kapan?
jam_layanan,saya mendapatkan jadwal layanan perpustakaan selama seminggu?
jam_layanan,Saya cek jadwal buka perpustakaan.
jam_layanan,"Nyumpang baca, bisa datang jam berapa?"
jam_layanan,Biarkan saya memeriksa jadwal buka perpustakaan.
jam_layanan,Saya boleh masuk perpsu tidak sekarang?
jam_layanan,Tolong jam layanan hari ini.
jam_layanan,Bisakah saya mendapatkan jadwal layanan perpustakaan dalam seminggu?
jam_layanan,apakah minggu perpustakaan bina patria buka?
jam_layanan,selamat pagi bisa tanya jam operaisonal perpustakaan?
jam_layanan,Bisakah saya mendapatkan waktu buka layanan perpustakaan selama seminggu?
jam_layanan,Info waktu buka?
jam_layanan,Saya ingin Jam Buka dan Tutup Perpustakaan.
jam_layanan,"Selamat Siang, periksa perpustakaan hari raya, bukan?"
jam_layanan,Buka sore ini?
jam_layanan,"Eh, jam jam perpus tuh dari operasional berapa sampe jam berapa sih?"
jam_layanan,"Apakah setiap hari, jam buka perpus selalu sama atau berbeda?"
jam_layanan,"Min, kasih tau jam layaannnya dong, biar ga kecele."
jam_layanan,"Halo, apakah perpus BIPA buka hari Sabtu?"
jam_layanan,": Tolong baca, bisa jam berapa gitu?"
jam_layanan,"Biarkan aku berjalan ke perpustakaan malam ini, masih dilayani?"
jam_layanan,Jam berapa tempat buku stmik bina patria mulai mulai buka hari ini?
jam_layanan,"Sis sore, perpustakaan masih buka pada jam 9 malam atau tidak? Terima kasih"
jam_layanan,Sekarang masih open?
jam_layanan,"kalau long weekend gini, perpus atau tutup?"
jam_layanan,excuse me buka weekend perpustakaan ga kak?
jam_layanan,Informasi mengenai waktu operasional perpustakaan stmik bina patria harus tersedia.
jam_layanan,Bipa PUSH kapan buka njir?
jam_layanan,ingfo min aktif kapan
jam_layanan,jam Buka berapa sih?
jam_layanan,Jadwal pelayanan perpustakaan harian tiu gimana ya?
jam_layanan,ini hari Library-nya buka jam berapa?
jam_layanan,"selamat pagi, waktu buka layanan perpustakaan BIPA gimana?"
jam_layanan,Beritahu saya jam buka perpustakaan Siba .
jam_layanan,"Kalau hari Sabtu dan Minggu, perpustakaan tersedia sampai jam berapa?"
jam_layanan,"Apakah perpustakaan buka hari ini? Jika ya, jam berapa?"
jam_layanan,Jam tutupnya bisaanya sorean atau malam?
jam_layanan,Jam berapa Perpustakaan Dharmais Stmik BINA Patria mulai beroperasi hari ini?
jam_layanan,Catatan: Tolong infokan jam kerja perpustakaan setiap hari Senin sampai Jumat.
